order_id,order_date,region,product_id,product_name,quantity,unit_price,amount
ORD-1725,2026-07-01,Nagoya,P-300,Enterprise plan,5,49800,249000
ORD-1726,2026-07-02,Tokyo,P-100,Standard plan,5,4980,24900
ORD-1727,2026-07-02,Sapporo,P-300,Enterprise plan,1,49800,49800
ORD-1728,2026-07-02,Osaka,P-100,Standard plan,4,4980,19920
ORD-1729,2026-07-02,Tokyo,P-100,Standard plan,3,4980,14940
ORD-1730,2026-07-02,Osaka,P-300,Enterprise plan,3,49800,149400
ORD-1731,2026-07-02,Sapporo,P-100,Standard plan,1,4980,4980
ORD-1732,2026-07-03,Fukuoka,P-300,Enterprise plan,1,49800,49800
ORD-1733,2026-07-03,Tokyo,P-200,Pro plan,4,12800,51200
ORD-1734,2026-07-03,Fukuoka,P-200,Pro plan,3,12800,38400
ORD-1735,2026-07-03,Osaka,P-300,Enterprise plan,3,49800,149400
ORD-1736,2026-07-03,Nagoya,P-100,Standard plan,5,4980,24900
ORD-1737,2026-07-03,Sapporo,A-010,Onboarding,5,30000,150000
ORD-1738,2026-07-04,Sapporo,A-010,Onboarding,2,30000,60000
ORD-1739,2026-07-04,Sapporo,P-300,Enterprise plan,4,49800,199200
ORD-1740,2026-07-04,Fukuoka,P-300,Enterprise plan,5,49800,249000
ORD-1741,2026-07-05,Osaka,P-300,Enterprise plan,1,49800,49800
ORD-1742,2026-07-05,Osaka,P-300,Enterprise plan,2,49800,99600
ORD-1743,2026-07-05,Fukuoka,A-010,Onboarding,5,30000,150000
ORD-1744,2026-07-05,Osaka,P-100,Standard plan,3,4980,14940
ORD-1745,2026-07-05,Sapporo,P-200,Pro plan,3,12800,38400
ORD-1746,2026-07-06,Nagoya,A-010,Onboarding,3,30000,90000
ORD-1747,2026-07-06,Tokyo,P-200,Pro plan,3,12800,38400
ORD-1748,2026-07-06,Sapporo,P-100,Standard plan,2,4980,9960
ORD-1749,2026-07-06,Nagoya,P-100,Standard plan,5,4980,24900
ORD-1750,2026-07-07,Fukuoka,P-100,Standard plan,5,4980,24900
ORD-1751,2026-07-07,Tokyo,A-010,Onboarding,3,30000,90000
ORD-1752,2026-07-07,Fukuoka,P-200,Pro plan,2,12800,25600
ORD-1753,2026-07-07,Osaka,P-300,Enterprise plan,3,49800,149400
ORD-1754,2026-07-07,Sapporo,P-200,Pro plan,5,12800,64000
ORD-1755,2026-07-08,Nagoya,P-100,Standard plan,4,4980,19920
ORD-1756,2026-07-08,Tokyo,P-200,Pro plan,4,12800,51200
ORD-1757,2026-07-08,Sapporo,P-100,Standard plan,4,4980,19920
ORD-1758,2026-07-08,Fukuoka,P-100,Standard plan,4,4980,19920
ORD-1759,2026-07-09,Nagoya,P-200,Pro plan,4,12800,51200
ORD-1760,2026-07-09,Fukuoka,P-100,Standard plan,4,4980,19920
ORD-1761,2026-07-09,Nagoya,A-010,Onboarding,3,30000,90000
ORD-1762,2026-07-09,Fukuoka,P-300,Enterprise plan,3,49800,149400
ORD-1763,2026-07-09,Tokyo,A-010,Onboarding,3,30000,90000
ORD-1764,2026-07-09,Fukuoka,A-010,Onboarding,4,30000,120000
ORD-1765,2026-07-10,Nagoya,P-200,Pro plan,5,12800,64000
ORD-1766,2026-07-10,Sapporo,P-200,Pro plan,4,12800,51200
ORD-1767,2026-07-10,Osaka,A-010,Onboarding,5,30000,150000
ORD-1768,2026-07-10,Nagoya,P-100,Standard plan,3,4980,14940
ORD-1769,2026-07-11,Osaka,P-200,Pro plan,3,12800,38400
ORD-1770,2026-07-11,Tokyo,A-010,Onboarding,1,30000,30000
ORD-1771,2026-07-11,Sapporo,P-100,Standard plan,3,4980,14940
ORD-1772,2026-07-11,Sapporo,A-010,Onboarding,3,30000,90000
ORD-1773,2026-07-11,Sapporo,P-300,Enterprise plan,5,49800,249000
ORD-1774,2026-07-11,Sapporo,A-010,Onboarding,5,30000,150000
ORD-1775,2026-07-12,Nagoya,A-010,Onboarding,4,30000,120000
ORD-1776,2026-07-12,Nagoya,P-100,Standard plan,5,4980,24900
ORD-1777,2026-07-12,Tokyo,A-010,Onboarding,1,30000,30000
ORD-1778,2026-07-12,Fukuoka,P-200,Pro plan,1,12800,12800
ORD-1779,2026-07-12,Fukuoka,P-300,Enterprise plan,5,49800,249000
ORD-1780,2026-07-13,Fukuoka,P-200,Pro plan,2,12800,25600
ORD-1781,2026-07-13,Fukuoka,A-010,Onboarding,4,30000,120000
ORD-1782,2026-07-13,Tokyo,P-300,Enterprise plan,5,49800,249000
ORD-1783,2026-07-13,Nagoya,P-200,Pro plan,3,12800,38400
ORD-1784,2026-07-13,Nagoya,P-300,Enterprise plan,1,49800,49800
ORD-1785,2026-07-13,Nagoya,P-200,Pro plan,1,12800,12800
ORD-1786,2026-07-14,Sapporo,A-010,Onboarding,2,30000,60000
ORD-1787,2026-07-14,Osaka,P-300,Enterprise plan,5,49800,249000
ORD-1788,2026-07-14,Osaka,P-200,Pro plan,4,12800,51200
ORD-1789,2026-07-14,Sapporo,P-100,Standard plan,5,4980,24900
ORD-1790,2026-07-15,Tokyo,P-300,Enterprise plan,5,49800,249000
ORD-1791,2026-07-15,Tokyo,A-010,Onboarding,1,30000,30000
ORD-1792,2026-07-16,Fukuoka,P-100,Standard plan,3,4980,14940
ORD-1793,2026-07-16,Tokyo,P-100,Standard plan,5,4980,24900
ORD-1794,2026-07-16,Osaka,P-100,Standard plan,2,4980,9960
ORD-1795,2026-07-16,Sapporo,A-010,Onboarding,5,30000,150000
ORD-1796,2026-07-17,Osaka,P-200,Pro plan,5,12800,64000
ORD-1797,2026-07-17,Tokyo,A-010,Onboarding,5,30000,150000
ORD-1798,2026-07-17,Sapporo,P-200,Pro plan,2,12800,25600
ORD-1799,2026-07-17,Tokyo,P-100,Standard plan,1,4980,4980
ORD-1800,2026-07-18,Fukuoka,P-200,Pro plan,5,12800,64000
ORD-1801,2026-07-18,Fukuoka,A-010,Onboarding,5,30000,150000
ORD-1802,2026-07-19,Nagoya,P-100,Standard plan,5,4980,24900
ORD-1803,2026-07-19,Nagoya,P-200,Pro plan,2,12800,25600
ORD-1804,2026-07-20,Nagoya,P-200,Pro plan,1,12800,12800
ORD-1805,2026-07-20,Tokyo,P-100,Standard plan,5,4980,24900
ORD-1806,2026-07-20,Fukuoka,P-300,Enterprise plan,2,49800,99600
ORD-1807,2026-07-20,Tokyo,A-010,Onboarding,1,30000,30000
ORD-1808,2026-07-21,Tokyo,A-010,Onboarding,5,30000,150000
ORD-1809,2026-07-21,Sapporo,A-010,Onboarding,1,30000,30000
ORD-1810,2026-07-21,Osaka,P-200,Pro plan,2,12800,25600
ORD-1811,2026-07-22,Osaka,P-200,Pro plan,5,12800,64000
ORD-1812,2026-07-22,Fukuoka,P-300,Enterprise plan,1,49800,49800
ORD-1813,2026-07-23,Nagoya,A-010,Onboarding,5,30000,150000
ORD-1814,2026-07-23,Osaka,A-010,Onboarding,1,30000,30000
ORD-1815,2026-07-23,Osaka,A-010,Onboarding,5,30000,150000
ORD-1816,2026-07-23,Fukuoka,A-010,Onboarding,3,30000,90000
ORD-1817,2026-07-24,Tokyo,P-100,Standard plan,2,4980,9960
ORD-1818,2026-07-24,Nagoya,P-200,Pro plan,2,12800,25600
ORD-1819,2026-07-24,Tokyo,A-010,Onboarding,2,30000,60000
ORD-1820,2026-07-24,Sapporo,P-300,Enterprise plan,4,49800,199200
ORD-1821,2026-07-24,Nagoya,P-300,Enterprise plan,1,49800,49800
ORD-1822,2026-07-25,Fukuoka,A-010,Onboarding,3,30000,90000
ORD-1823,2026-07-25,Fukuoka,P-100,Standard plan,1,4980,4980
ORD-1824,2026-07-25,Osaka,P-300,Enterprise plan,5,49800,249000
ORD-1825,2026-07-25,Fukuoka,A-010,Onboarding,2,30000,60000
ORD-1826,2026-07-25,Osaka,P-300,Enterprise plan,3,49800,149400
ORD-1827,2026-07-25,Nagoya,A-010,Onboarding,1,30000,30000
ORD-1828,2026-07-26,Osaka,P-300,Enterprise plan,2,49800,99600
ORD-1829,2026-07-26,Osaka,P-200,Pro plan,1,12800,12800
ORD-1830,2026-07-27,Fukuoka,P-200,Pro plan,5,12800,64000
ORD-1831,2026-07-27,Osaka,A-010,Onboarding,2,30000,60000
ORD-1832,2026-07-27,Osaka,P-300,Enterprise plan,3,49800,149400
ORD-1833,2026-07-27,Sapporo,A-010,Onboarding,4,30000,120000
ORD-1834,2026-07-28,Sapporo,P-300,Enterprise plan,4,49800,199200
ORD-1835,2026-07-28,Fukuoka,P-200,Pro plan,2,12800,25600
ORD-1836,2026-07-28,Sapporo,P-200,Pro plan,3,12800,38400
ORD-1837,2026-07-29,Osaka,P-300,Enterprise plan,5,49800,249000
ORD-1838,2026-07-29,Sapporo,A-010,Onboarding,5,30000,150000
ORD-1839,2026-07-29,Tokyo,P-200,Pro plan,2,12800,25600
ORD-1840,2026-07-29,Nagoya,P-100,Standard plan,5,4980,24900
ORD-1841,2026-07-29,Sapporo,A-010,Onboarding,1,30000,30000
ORD-1842,2026-07-30,Fukuoka,P-300,Enterprise plan,1,49800,49800
ORD-1843,2026-07-30,Osaka,P-100,Standard plan,2,4980,9960
ORD-1844,2026-07-30,Tokyo,P-300,Enterprise plan,2,49800,99600
ORD-1845,2026-07-31,Nagoya,P-300,Enterprise plan,5,49800,249000
ORD-1846,2026-07-31,Nagoya,P-200,Pro plan,1,12800,12800
ORD-1847,2026-08-01,Osaka,P-200,Pro plan,3,12800,38400
ORD-1848,2026-08-01,Nagoya,A-010,Onboarding,3,30000,90000
ORD-1849,2026-08-02,Nagoya,A-010,Onboarding,2,30000,60000
ORD-1850,2026-08-02,Nagoya,P-200,Pro plan,1,12800,12800
ORD-1851,2026-08-02,Tokyo,P-300,Enterprise plan,4,49800,199200
ORD-1852,2026-08-02,Fukuoka,A-010,Onboarding,2,30000,60000
ORD-1853,2026-08-02,Osaka,P-300,Enterprise plan,1,49800,49800
ORD-1854,2026-08-03,Sapporo,P-100,Standard plan,3,4980,14940
ORD-1855,2026-08-03,Fukuoka,P-200,Pro plan,1,12800,12800
ORD-1856,2026-08-03,Osaka,P-100,Standard plan,5,4980,24900
ORD-1857,2026-08-03,Nagoya,A-010,Onboarding,2,30000,60000
ORD-1858,2026-08-04,Sapporo,A-010,Onboarding,1,30000,30000
ORD-1859,2026-08-04,Sapporo,P-300,Enterprise plan,2,49800,99600
ORD-1860,2026-08-04,Fukuoka,P-200,Pro plan,5,12800,64000
ORD-1861,2026-08-05,Sapporo,P-300,Enterprise plan,4,49800,199200
ORD-1862,2026-08-05,Tokyo,P-300,Enterprise plan,1,49800,49800
ORD-1863,2026-08-05,Sapporo,P-300,Enterprise plan,1,49800,49800
ORD-1864,2026-08-05,Tokyo,P-100,Standard plan,2,4980,9960
ORD-1865,2026-08-05,Osaka,P-100,Standard plan,3,4980,14940
ORD-1866,2026-08-05,Fukuoka,P-300,Enterprise plan,1,49800,49800
ORD-1867,2026-08-06,Sapporo,P-200,Pro plan,3,12800,38400
ORD-1868,2026-08-06,Fukuoka,P-100,Standard plan,3,4980,14940
ORD-1869,2026-08-06,Sapporo,A-010,Onboarding,3,30000,90000
ORD-1870,2026-08-06,Tokyo,A-010,Onboarding,5,30000,150000
ORD-1871,2026-08-06,Sapporo,P-200,Pro plan,4,12800,51200
ORD-1872,2026-08-07,Tokyo,A-010,Onboarding,2,30000,60000
ORD-1873,2026-08-07,Sapporo,P-300,Enterprise plan,2,49800,99600
ORD-1874,2026-08-07,Sapporo,P-200,Pro plan,2,12800,25600
ORD-1875,2026-08-08,Osaka,P-200,Pro plan,1,12800,12800
ORD-1876,2026-08-08,Fukuoka,P-300,Enterprise plan,3,49800,149400
ORD-1877,2026-08-08,Nagoya,P-100,Standard plan,2,4980,9960
ORD-1878,2026-08-08,Fukuoka,P-200,Pro plan,2,12800,25600
ORD-1879,2026-08-09,Tokyo,P-200,Pro plan,2,12800,25600
ORD-1880,2026-08-09,Nagoya,A-010,Onboarding,2,30000,60000
ORD-1881,2026-08-09,Osaka,P-300,Enterprise plan,2,49800,99600
ORD-1882,2026-08-09,Tokyo,P-200,Pro plan,3,12800,38400
ORD-1883,2026-08-09,Osaka,A-010,Onboarding,2,30000,60000
ORD-1884,2026-08-10,Osaka,A-010,Onboarding,4,30000,120000
ORD-1885,2026-08-10,Tokyo,P-100,Standard plan,3,4980,14940
ORD-1886,2026-08-10,Osaka,P-300,Enterprise plan,4,49800,199200
ORD-1887,2026-08-10,Nagoya,P-100,Standard plan,1,4980,4980
ORD-1888,2026-08-10,Tokyo,P-300,Enterprise plan,2,49800,99600
ORD-1889,2026-08-10,Tokyo,P-300,Enterprise plan,4,49800,199200
ORD-1890,2026-08-11,Fukuoka,P-300,Enterprise plan,4,49800,199200
ORD-1891,2026-08-11,Osaka,P-300,Enterprise plan,3,49800,149400
ORD-1892,2026-08-11,Tokyo,P-100,Standard plan,1,4980,4980
ORD-1893,2026-08-12,Nagoya,A-010,Onboarding,1,30000,30000
ORD-1894,2026-08-12,Fukuoka,P-300,Enterprise plan,1,49800,49800
ORD-1895,2026-08-12,Osaka,A-010,Onboarding,4,30000,120000
ORD-1896,2026-08-12,Nagoya,P-300,Enterprise plan,1,49800,49800
ORD-1897,2026-08-12,Sapporo,P-100,Standard plan,3,4980,14940
ORD-1898,2026-08-13,Osaka,P-200,Pro plan,1,12800,12800
ORD-1899,2026-08-13,Fukuoka,P-100,Standard plan,1,4980,4980
ORD-1900,2026-08-13,Nagoya,P-200,Pro plan,3,12800,38400
ORD-1901,2026-08-13,Osaka,P-200,Pro plan,5,12800,64000
ORD-1902,2026-08-14,Nagoya,P-300,Enterprise plan,5,49800,249000
ORD-1903,2026-08-14,Nagoya,A-010,Onboarding,2,30000,60000
ORD-1904,2026-08-15,Osaka,P-200,Pro plan,3,12800,38400
ORD-1905,2026-08-15,Osaka,P-300,Enterprise plan,3,49800,149400
ORD-1906,2026-08-15,Tokyo,P-100,Standard plan,1,4980,4980
ORD-1907,2026-08-15,Osaka,A-010,Onboarding,1,30000,30000
ORD-1908,2026-08-16,Osaka,A-010,Onboarding,4,30000,120000
ORD-1909,2026-08-16,Sapporo,P-300,Enterprise plan,5,49800,249000
ORD-1910,2026-08-16,Osaka,P-100,Standard plan,2,4980,9960
ORD-1911,2026-08-16,Fukuoka,P-200,Pro plan,2,12800,25600
ORD-1912,2026-08-16,Tokyo,A-010,Onboarding,1,30000,30000
ORD-1913,2026-08-17,Osaka,A-010,Onboarding,2,30000,60000
ORD-1914,2026-08-17,Tokyo,P-300,Enterprise plan,1,49800,49800
ORD-1915,2026-08-17,Nagoya,A-010,Onboarding,2,30000,60000
ORD-1916,2026-08-17,Sapporo,P-100,Standard plan,1,4980,4980
ORD-1917,2026-08-17,Tokyo,A-010,Onboarding,3,30000,90000
ORD-1918,2026-08-18,Osaka,P-100,Standard plan,2,4980,9960
ORD-1919,2026-08-18,Tokyo,A-010,Onboarding,3,30000,90000
ORD-1920,2026-08-18,Nagoya,A-010,Onboarding,5,30000,150000
ORD-1921,2026-08-18,Tokyo,P-200,Pro plan,4,12800,51200
ORD-1922,2026-08-18,Fukuoka,P-300,Enterprise plan,5,49800,249000
ORD-1923,2026-08-19,Sapporo,P-200,Pro plan,4,12800,51200
ORD-1924,2026-08-19,Nagoya,P-100,Standard plan,1,4980,4980
ORD-1925,2026-08-19,Sapporo,P-300,Enterprise plan,5,49800,249000
ORD-1926,2026-08-19,Fukuoka,A-010,Onboarding,3,30000,90000
ORD-1927,2026-08-19,Nagoya,P-200,Pro plan,3,12800,38400
ORD-1928,2026-08-20,Osaka,P-100,Standard plan,2,4980,9960
ORD-1929,2026-08-20,Osaka,A-010,Onboarding,1,30000,30000
ORD-1930,2026-08-20,Sapporo,P-300,Enterprise plan,5,49800,249000
ORD-1931,2026-08-20,Sapporo,A-010,Onboarding,3,30000,90000
ORD-1932,2026-08-20,Fukuoka,P-200,Pro plan,5,12800,64000
ORD-1933,2026-08-20,Tokyo,A-010,Onboarding,3,30000,90000
ORD-1934,2026-08-21,Sapporo,P-200,Pro plan,2,12800,25600
ORD-1935,2026-08-21,Nagoya,P-100,Standard plan,2,4980,9960
ORD-1936,2026-08-21,Sapporo,P-100,Standard plan,2,4980,9960
ORD-1937,2026-08-22,Sapporo,A-010,Onboarding,2,30000,60000
ORD-1938,2026-08-22,Sapporo,A-010,Onboarding,2,30000,60000
ORD-1939,2026-08-22,Sapporo,P-100,Standard plan,5,4980,24900
ORD-1940,2026-08-22,Tokyo,P-100,Standard plan,4,4980,19920
ORD-1941,2026-08-23,Sapporo,P-200,Pro plan,5,12800,64000
ORD-1942,2026-08-23,Tokyo,P-100,Standard plan,5,4980,24900
ORD-1943,2026-08-23,Sapporo,A-010,Onboarding,4,30000,120000
ORD-1944,2026-08-23,Sapporo,P-200,Pro plan,2,12800,25600
ORD-1945,2026-08-23,Osaka,A-010,Onboarding,1,30000,30000
ORD-1946,2026-08-24,Osaka,P-100,Standard plan,4,4980,19920
ORD-1947,2026-08-24,Tokyo,P-100,Standard plan,3,4980,14940
ORD-1948,2026-08-24,Osaka,P-100,Standard plan,5,4980,24900
ORD-1949,2026-08-24,Tokyo,A-010,Onboarding,3,30000,90000
ORD-1950,2026-08-25,Sapporo,A-010,Onboarding,1,30000,30000
ORD-1951,2026-08-25,Tokyo,P-200,Pro plan,5,12800,64000
ORD-1952,2026-08-25,Nagoya,P-300,Enterprise plan,2,49800,99600
ORD-1953,2026-08-26,Tokyo,P-100,Standard plan,3,4980,14940
ORD-1954,2026-08-26,Sapporo,P-200,Pro plan,3,12800,38400
ORD-1955,2026-08-26,Tokyo,P-300,Enterprise plan,4,49800,199200
ORD-1956,2026-08-26,Nagoya,P-300,Enterprise plan,1,49800,49800
ORD-1957,2026-08-27,Tokyo,P-300,Enterprise plan,5,49800,249000
ORD-1958,2026-08-27,Nagoya,P-100,Standard plan,2,4980,9960
ORD-1959,2026-08-27,Fukuoka,P-300,Enterprise plan,2,49800,99600
ORD-1960,2026-08-27,Fukuoka,P-100,Standard plan,5,4980,24900
ORD-1961,2026-08-27,Fukuoka,P-100,Standard plan,1,4980,4980
ORD-1962,2026-08-27,Nagoya,P-100,Standard plan,1,4980,4980
ORD-1963,2026-08-28,Nagoya,P-200,Pro plan,5,12800,64000
ORD-1964,2026-08-28,Sapporo,A-010,Onboarding,2,30000,60000
ORD-1965,2026-08-28,Nagoya,P-300,Enterprise plan,5,49800,249000
